Age,Gender,Region,NetworkCoverage,InternetSpeed,CustomerSupport,AppExperience,PlanSatisfaction,CallQuality,Duration,FeedbackText,SatisfactionScore
49,Male,Telangana,9,4,10,3,8,2,8.6,Poor network coverage indoors.,70
58,Male,Telangana,8,9,6,6,8,9,4.6,The mobile app is slow to load.,72
21,Female,Karnataka,9,9,8,1,8,10,4.6,Call quality could be better.,87
18,Male,Andhra Pradesh,4,6,2,6,9,8,3.5,Poor network coverage indoors.,60
27,Male,Tamil Nadu,8,3,9,8,3,1,4.0,"Good internet speed, even during peak hours.",49
31,Male,Andhra Pradesh,3,6,3,9,8,9,6.7,Poor network coverage indoors.,58
42,Male,Karnataka,6,2,9,4,10,2,4.2,Internet is fast and reliable.,72
63,Male,Kerala,8,1,7,7,3,7,3.8,Internet is fast and reliable.,34
38,Female,Kerala,9,3,7,10,5,2,3.0,App crashes during recharge.,51
37,Male,Telangana,2,7,8,5,9,5,7.8,Call quality could be better.,83
32,Male,Karnataka,9,3,5,4,7,7,1.3,Customer support is very helpful.,46
44,Male,Tamil Nadu,8,10,6,2,2,5,5.7,I am satisfied with my plan.,57
65,Female,Telangana,7,7,3,1,7,1,1.9,Poor network coverage indoors.,52
37,Male,Karnataka,10,3,3,1,4,7,4.7,Great experience overall.,35
52,Female,Kerala,4,8,10,4,1,7,1.7,Poor network coverage indoors.,62
46,Male,Andhra Pradesh,4,7,6,7,6,6,9.3,"Good internet speed, even during peak hours.",67
63,Female,Andhra Pradesh,5,4,1,1,8,4,8.3,Poor network coverage indoors.,41
40,Female,Karnataka,1,4,4,6,5,3,8.6,I am satisfied with my plan.,38
52,Male,Telangana,5,7,6,5,2,6,1.2,Signal drops frequently in my area.,52
29,Female,Karnataka,3,1,8,7,4,4,3.5,Call quality could be better.,39
46,Male,Tamil Nadu,10,4,5,6,6,3,3.4,Call quality could be better.,49
20,Male,Tamil Nadu,8,7,1,1,6,4,3.6,Signal drops frequently in my area.,50
51,Female,Kerala,6,1,2,10,4,7,3.8,Internet is fast and reliable.,27
27,Female,Andhra Pradesh,3,5,8,6,5,3,7.5,I am satisfied with my plan.,62
59,Male,Tamil Nadu,3,8,10,4,4,7,4.7,I am satisfied with my plan.,70
34,Female,Andhra Pradesh,3,9,4,3,3,1,0.6,Poor network coverage indoors.,54
61,Male,Tamil Nadu,6,8,3,9,8,8,7.3,Customer support is very helpful.,67
54,Male,Andhra Pradesh,8,3,10,7,2,1,6.0,App crashes during recharge.,55
53,Female,Tamil Nadu,4,9,2,6,1,4,0.6,The mobile app is slow to load.,40
45,Female,Karnataka,6,7,5,7,3,6,4.5,Signal drops frequently in my area.,51
61,Male,Telangana,2,8,10,9,7,6,3.6,Call quality could be better.,80
27,Female,Tamil Nadu,2,2,4,2,1,4,5.7,Great experience overall.,25
40,Male,Karnataka,9,10,9,6,8,5,3.3,Signal drops frequently in my area.,86
24,Female,Kerala,6,4,2,3,8,3,4.7,Great experience overall.,46
28,Female,Andhra Pradesh,6,7,3,8,3,5,2.2,"Good internet speed, even during peak hours.",45
18,Male,Tamil Nadu,8,4,1,9,9,6,4.4,Poor network coverage indoors.,45
59,Female,Karnataka,10,10,4,8,4,4,7.3,I am satisfied with my plan.,59
30,Male,Andhra Pradesh,1,9,2,10,9,10,8.1,I am satisfied with my plan.,63
27,Male,Andhra Pradesh,7,8,9,2,10,4,6.9,The mobile app is slow to load.,88
50,Male,Andhra Pradesh,8,8,5,3,6,8,5.9,Call quality could be better.,60
58,Female,Tamil Nadu,8,4,7,1,3,10,1.0,I am satisfied with my plan.,52
41,Female,Telangana,8,8,1,2,5,8,8.7,Great experience overall.,42
47,Male,Tamil Nadu,8,1,9,9,1,3,7.9,Customer support is very helpful.,41
65,Male,Telangana,7,8,10,8,9,10,3.4,Internet is fast and reliable.,95
62,Female,Tamil Nadu,4,8,1,2,1,4,4.3,"Good internet speed, even during peak hours.",30
32,Female,Kerala,1,8,6,5,8,3,1.8,I am satisfied with my plan.,70
55,Female,Andhra Pradesh,6,1,1,9,2,8,5.7,Great experience overall.,11
35,Male,Andhra Pradesh,4,1,7,1,1,4,9.3,"Good internet speed, even during peak hours.",27
62,Female,Tamil Nadu,7,10,10,7,5,6,6.4,Poor network coverage indoors.,84
61,Female,Karnataka,3,5,8,7,8,1,4.5,"Good internet speed, even during peak hours.",65
36,Female,Kerala,8,3,8,3,9,8,7.4,Great experience overall.,65
31,Female,Karnataka,1,5,8,8,7,8,2.4,I am satisfied with my plan.,71
26,Male,Tamil Nadu,5,5,9,8,5,7,4.0,Poor network coverage indoors.,62
36,Male,Telangana,4,8,4,2,8,8,0.5,Poor network coverage indoors.,66
53,Male,Karnataka,8,6,1,5,10,8,7.2,App crashes during recharge.,57
58,Male,Andhra Pradesh,1,4,3,9,8,6,7.5,Signal drops frequently in my area.,47
27,Male,Karnataka,1,3,5,4,4,6,8.6,Call quality could be better.,44
18,Male,Telangana,2,1,1,6,2,6,2.0,"Good internet speed, even during peak hours.",18
36,Female,Kerala,5,3,6,9,8,6,2.2,Poor network coverage indoors.,56
46,Female,Kerala,6,9,7,4,3,6,1.8,Poor network coverage indoors.,67
36,Male,Tamil Nadu,8,4,10,5,8,9,5.5,"Good internet speed, even during peak hours.",69
19,Female,Karnataka,4,10,4,1,2,4,2.8,Poor network coverage indoors.,57
30,Female,Andhra Pradesh,8,5,8,5,5,1,6.3,Signal drops frequently in my area.,60
59,Female,Kerala,5,1,5,9,4,2,6.9,Great experience overall.,29
21,Male,Andhra Pradesh,2,10,6,2,1,3,8.8,I am satisfied with my plan.,59
45,Male,Andhra Pradesh,2,3,4,5,3,7,5.4,"Good internet speed, even during peak hours.",34
54,Male,Telangana,1,3,1,2,6,6,5.7,Call quality could be better.,32
60,Female,Andhra Pradesh,6,1,5,8,10,9,6.2,Call quality could be better.,55
30,Male,Telangana,6,6,1,4,7,9,1.2,Internet is fast and reliable.,44
52,Female,Karnataka,1,6,6,6,1,4,5.2,Signal drops frequently in my area.,47
58,Female,Karnataka,3,3,6,3,1,7,6.1,Customer support is very helpful.,37
58,Female,Kerala,9,7,1,10,2,10,1.0,App crashes during recharge.,37
28,Male,Karnataka,5,6,7,10,3,2,2.6,App crashes during recharge.,56
23,Male,Kerala,1,8,7,8,8,3,5.5,Signal drops frequently in my area.,74
27,Female,Karnataka,5,5,2,10,7,8,9.5,Call quality could be better.,51
63,Male,Telangana,5,5,6,7,8,8,4.5,Customer support is very helpful.,66
60,Female,Karnataka,6,5,4,1,2,9,1.9,Great experience overall.,41
42,Male,Kerala,2,7,7,4,1,6,7.3,Signal drops frequently in my area.,49
21,Male,Kerala,10,8,1,3,7,5,1.0,Call quality could be better.,55
36,Female,Telangana,9,3,8,8,7,2,6.2,Internet is fast and reliable.,57
38,Male,Kerala,4,6,6,5,8,9,0.6,Customer support is very helpful.,62
35,Female,Tamil Nadu,7,4,10,2,5,7,1.4,Customer support is very helpful.,62
65,Male,Tamil Nadu,6,3,9,1,2,7,6.5,"Good internet speed, even during peak hours.",52
29,Female,Kerala,6,4,9,5,9,6,10.0,Customer support is very helpful.,72
40,Female,Telangana,6,3,10,9,5,2,8.5,App crashes during recharge.,64
19,Female,Kerala,5,2,10,5,9,1,4.2,Poor network coverage indoors.,68
39,Female,Karnataka,8,8,9,10,3,3,4.6,Internet is fast and reliable.,62
58,Male,Tamil Nadu,6,8,8,1,6,8,1.8,Poor network coverage indoors.,74
64,Female,Kerala,6,9,4,9,4,4,8.2,Call quality could be better.,59
61,Male,Kerala,10,2,9,4,10,4,8.6,Poor network coverage indoors.,73
45,Female,Andhra Pradesh,8,9,3,7,8,4,7.3,Great experience overall.,65
36,Male,Karnataka,2,8,2,5,9,2,1.3,The mobile app is slow to load.,61
22,Female,Andhra Pradesh,2,2,3,4,9,4,4.8,Signal drops frequently in my area.,51
24,Female,Tamil Nadu,7,10,1,2,10,4,3.7,Poor network coverage indoors.,67
55,Male,Telangana,2,8,7,3,9,7,5.9,Poor network coverage indoors.,81
61,Male,Tamil Nadu,8,7,1,7,6,8,5.3,Signal drops frequently in my area.,43
52,Male,Telangana,4,2,9,5,3,4,7.4,Great experience overall.,45
62,Female,Kerala,4,3,8,5,8,3,9.0,Poor network coverage indoors.,68
21,Male,Tamil Nadu,7,4,4,4,9,5,6.5,Internet is fast and reliable.,54
43,Female,Telangana,4,4,6,9,7,8,0.8,Customer support is very helpful.,62
37,Male,Kerala,7,6,6,7,5,10,5.1,I am satisfied with my plan.,56
36,Female,Kerala,6,5,5,8,4,5,2.4,Call quality could be better.,47
39,Female,Telangana,4,6,3,3,3,1,9.0,Internet is fast and reliable.,43
43,Male,Kerala,3,8,10,4,7,6,6.5,Poor network coverage indoors.,87
54,Female,Telangana,8,10,3,4,9,5,3.7,Signal drops frequently in my area.,73
64,Male,Andhra Pradesh,8,1,7,4,4,7,2.6,"Good internet speed, even during peak hours.",45
46,Female,Tamil Nadu,5,4,8,10,4,1,8.8,Customer support is very helpful.,55
18,Male,Andhra Pradesh,5,8,8,10,10,4,6.3,I am satisfied with my plan.,83
36,Male,Tamil Nadu,5,2,4,1,2,5,2.2,The mobile app is slow to load.,31
55,Female,Karnataka,3,2,8,3,4,10,8.0,Call quality could be better.,47
60,Male,Karnataka,5,7,7,3,6,5,9.7,The mobile app is slow to load.,66
65,Female,Kerala,9,9,3,6,2,1,9.4,Call quality could be better.,42
56,Male,Kerala,3,1,4,2,3,3,4.3,"Good internet speed, even during peak hours.",25
56,Female,Kerala,8,1,8,7,9,8,6.6,Call quality could be better.,59
52,Female,Kerala,9,9,5,2,2,1,6.6,"Good internet speed, even during peak hours.",51
58,Female,Telangana,2,8,10,2,3,8,8.5,Customer support is very helpful.,67
19,Male,Tamil Nadu,5,4,9,4,9,1,4.5,The mobile app is slow to load.,78
34,Female,Tamil Nadu,2,2,2,5,1,10,5.3,Poor network coverage indoors.,14
61,Female,Telangana,10,10,8,2,3,7,7.2,Signal drops frequently in my area.,72
21,Male,Andhra Pradesh,3,1,9,6,10,4,8.1,App crashes during recharge.,62
52,Male,Kerala,9,9,4,3,10,6,9.1,App crashes during recharge.,78
28,Male,Andhra Pradesh,6,5,3,10,7,8,3.5,Customer support is very helpful.,53
65,Female,Telangana,8,9,10,1,4,2,8.9,Customer support is very helpful.,76
54,Male,Andhra Pradesh,8,9,6,4,7,6,9.6,Great experience overall.,75
23,Female,Telangana,4,10,10,3,10,6,9.8,I am satisfied with my plan.,97
60,Female,Kerala,1,5,7,2,2,1,6.7,Internet is fast and reliable.,42
65,Male,Kerala,10,4,7,2,6,8,4.0,Call quality could be better.,55
21,Female,Tamil Nadu,1,9,6,1,8,10,7.8,Call quality could be better.,73
21,Male,Andhra Pradesh,4,9,10,7,9,1,1.0,App crashes during recharge.,90
51,Female,Karnataka,2,4,3,6,4,2,1.2,I am satisfied with my plan.,33
65,Male,Telangana,8,6,7,4,3,8,5.8,App crashes during recharge.,53
24,Male,Kerala,1,8,8,5,6,8,2.9,Signal drops frequently in my area.,76
49,Male,Kerala,10,5,1,9,9,2,7.9,Internet is fast and reliable.,48
18,Female,Telangana,10,2,8,6,9,8,0.5,The mobile app is slow to load.,68
45,Male,Tamil Nadu,3,6,9,2,3,10,4.2,Poor network coverage indoors.,59
46,Male,Karnataka,9,8,3,6,7,10,2.1,"Good internet speed, even during peak hours.",58
33,Male,Tamil Nadu,10,5,7,9,9,6,7.2,Great experience overall.,72
62,Female,Andhra Pradesh,4,7,7,3,7,10,0.7,Signal drops frequently in my area.,66
55,Female,Andhra Pradesh,6,6,7,6,7,10,6.7,Signal drops frequently in my area.,62
27,Female,Kerala,9,9,6,2,7,5,4.9,Internet is fast and reliable.,70
31,Male,Telangana,1,3,1,10,5,3,3.3,Customer support is very helpful.,26
65,Female,Telangana,3,6,1,9,6,9,2.8,I am satisfied with my plan.,42
43,Female,Andhra Pradesh,1,4,5,5,5,8,2.0,Signal drops frequently in my area.,45
53,Female,Andhra Pradesh,7,7,5,8,4,1,5.4,Signal drops frequently in my area.,52
26,Male,Tamil Nadu,7,7,6,1,2,1,3.6,Internet is fast and reliable.,46
40,Male,Andhra Pradesh,3,9,3,7,3,9,0.7,I am satisfied with my plan.,49
41,Male,Tamil Nadu,9,7,4,2,10,4,9.5,Call quality could be better.,71
54,Male,Kerala,1,1,6,5,10,9,6.8,The mobile app is slow to load.,52
52,Female,Andhra Pradesh,7,10,2,1,4,4,6.8,The mobile app is slow to load.,57
44,Male,Telangana,7,10,2,6,2,4,6.9,Call quality could be better.,48
38,Male,Karnataka,9,6,5,5,6,10,3.1,Call quality could be better.,55
23,Female,Andhra Pradesh,8,6,9,6,9,4,5.6,I am satisfied with my plan.,80
48,Male,Kerala,9,9,3,5,7,2,9.7,App crashes during recharge.,67
57,Male,Telangana,1,6,5,3,6,1,3.1,Signal drops frequently in my area.,55
37,Female,Tamil Nadu,6,1,2,2,3,7,7.6,Call quality could be better.,20
54,Male,Karnataka,8,10,1,10,10,10,6.4,Call quality could be better.,69
48,Female,Kerala,9,9,2,2,3,6,0.5,Internet is fast and reliable.,42
39,Male,Tamil Nadu,5,4,10,3,2,5,2.5,The mobile app is slow to load.,50
62,Female,Tamil Nadu,4,9,1,6,9,4,0.6,Call quality could be better.,62
50,Female,Karnataka,2,4,8,7,1,9,3.8,I am satisfied with my plan.,40
42,Male,Karnataka,9,8,9,9,8,8,5.8,Customer support is very helpful.,78
46,Female,Tamil Nadu,5,7,3,2,1,1,7.0,App crashes during recharge.,34
26,Female,Telangana,3,3,7,9,8,9,2.1,Customer support is very helpful.,58
26,Female,Tamil Nadu,2,2,2,1,1,4,5.5,Poor network coverage indoors.,19
32,Male,Tamil Nadu,9,7,3,9,2,3,7.6,App crashes during recharge.,36
51,Male,Telangana,1,3,5,5,8,6,8.5,Internet is fast and reliable.,55
35,Male,Andhra Pradesh,8,7,8,4,5,9,9.6,Great experience overall.,67
54,Male,Tamil Nadu,10,3,6,8,7,2,9.0,Internet is fast and reliable.,56
29,Male,Tamil Nadu,10,7,3,2,7,5,0.9,Internet is fast and reliable.,55
25,Male,Andhra Pradesh,4,5,6,8,9,8,6.0,Signal drops frequently in my area.,71
48,Female,Telangana,6,6,6,5,1,3,4.9,I am satisfied with my plan.,42
30,Female,Andhra Pradesh,9,7,8,2,8,1,3.0,Customer support is very helpful.,72
59,Male,Tamil Nadu,9,8,6,7,6,7,9.2,Signal drops frequently in my area.,71
48,Male,Telangana,1,6,10,6,5,5,0.8,Poor network coverage indoors.,72
61,Female,Andhra Pradesh,6,9,8,4,9,10,9.7,Call quality could be better.,82
47,Male,Telangana,5,6,7,5,3,2,7.2,The mobile app is slow to load.,58
56,Female,Telangana,2,8,9,5,1,2,8.4,App crashes during recharge.,56
40,Female,Telangana,2,1,2,6,9,1,4.7,Poor network coverage indoors.,40
63,Male,Andhra Pradesh,7,6,5,4,7,8,8.3,Customer support is very helpful.,61
53,Female,Karnataka,5,9,4,6,1,7,0.9,App crashes during recharge.,49
20,Female,Telangana,3,8,8,1,5,5,7.6,Signal drops frequently in my area.,69
50,Male,Andhra Pradesh,1,10,6,3,4,3,4.3,The mobile app is slow to load.,70
18,Female,Kerala,10,7,3,7,10,4,4.1,"Good internet speed, even during peak hours.",62
36,Female,Kerala,3,5,4,9,4,1,9.5,Call quality could be better.,45
47,Male,Tamil Nadu,10,4,2,10,3,4,4.9,Internet is fast and reliable.,34
43,Male,Kerala,4,2,2,1,8,3,7.4,Signal drops frequently in my area.,42
45,Female,Karnataka,7,4,9,5,6,4,6.7,Internet is fast and reliable.,61
62,Male,Kerala,8,8,5,1,6,1,9.1,Poor network coverage indoors.,59
34,Female,Tamil Nadu,5,10,9,5,3,10,4.8,App crashes during recharge.,70
33,Female,Andhra Pradesh,4,8,5,9,3,4,8.7,Great experience overall.,49
54,Male,Telangana,3,5,7,3,2,2,4.8,App crashes during recharge.,42
54,Male,Kerala,10,7,1,9,3,6,2.4,Call quality could be better.,39
19,Female,Kerala,9,9,8,5,10,4,2.0,The mobile app is slow to load.,94
19,Male,Telangana,3,7,2,10,10,7,4.7,I am satisfied with my plan.,67
65,Female,Kerala,3,4,5,5,5,4,1.9,I am satisfied with my plan.,44
65,Male,Karnataka,4,5,4,1,9,1,1.2,Internet is fast and reliable.,56
53,Female,Tamil Nadu,5,1,7,8,2,2,5.1,Poor network coverage indoors.,32
60,Female,Andhra Pradesh,6,9,6,4,5,6,7.3,Great experience overall.,62
38,Female,Andhra Pradesh,9,6,6,8,7,2,1.7,Signal drops frequently in my area.,66
26,Male,Tamil Nadu,9,9,3,1,7,4,9.7,Great experience overall.,63
27,Female,Tamil Nadu,7,4,10,1,2,4,5.1,Internet is fast and reliable.,56
25,Female,Tamil Nadu,10,7,2,3,3,5,2.0,Call quality could be better.,38
54,Male,Tamil Nadu,9,10,5,5,8,3,7.9,App crashes during recharge.,75
35,Female,Kerala,9,10,6,3,9,5,8.8,Internet is fast and reliable.,82
52,Female,Karnataka,6,3,3,5,6,4,1.0,Poor network coverage indoors.,43
30,Female,Kerala,1,3,10,2,4,2,3.0,Poor network coverage indoors.,52
26,Male,Andhra Pradesh,10,4,10,1,4,7,9.4,Signal drops frequently in my area.,64
25,Male,Kerala,9,1,5,1,7,8,4.0,"Good internet speed, even during peak hours.",43
49,Male,Telangana,6,4,10,8,3,6,10.0,Great experience overall.,53
62,Male,Tamil Nadu,5,7,4,2,2,2,8.9,App crashes during recharge.,42
61,Female,Karnataka,3,9,4,4,10,10,1.5,"Good internet speed, even during peak hours.",80
58,Female,Andhra Pradesh,3,9,7,8,8,3,9.0,Signal drops frequently in my area.,78
48,Male,Karnataka,8,9,3,5,6,5,1.3,"Good internet speed, even during peak hours.",60
35,Male,Karnataka,10,8,4,8,10,5,8.9,App crashes during recharge.,77
61,Male,Tamil Nadu,6,1,10,1,4,1,4.9,I am satisfied with my plan.,47
20,Female,Karnataka,3,1,5,10,4,10,5.3,"Good internet speed, even during peak hours.",29
55,Female,Tamil Nadu,7,8,3,3,9,1,4.3,The mobile app is slow to load.,63
50,Male,Karnataka,2,9,8,1,10,9,2.9,App crashes during recharge.,86
27,Female,Kerala,6,10,9,9,7,9,2.9,Signal drops frequently in my area.,82
20,Male,Karnataka,8,4,5,10,4,5,3.6,Internet is fast and reliable.,43
27,Male,Andhra Pradesh,5,2,2,5,10,5,8.3,App crashes during recharge.,45
31,Female,Andhra Pradesh,1,7,6,2,10,7,1.5,Customer support is very helpful.,77
37,Male,Telangana,9,10,7,6,2,10,1.9,Internet is fast and reliable.,63
45,Male,Karnataka,8,3,1,6,4,10,6.1,App crashes during recharge.,27
31,Female,Telangana,1,6,2,7,8,2,0.5,Call quality could be better.,54
53,Male,Kerala,7,5,2,9,8,1,1.0,Customer support is very helpful.,45
18,Female,Karnataka,4,8,8,8,7,7,5.5,App crashes during recharge.,81
18,Male,Tamil Nadu,7,10,4,6,6,7,6.2,"Good internet speed, even during peak hours.",67
62,Male,Andhra Pradesh,1,9,3,3,9,2,2.0,Call quality could be better.,73
56,Female,Kerala,5,8,8,7,10,7,2.2,Great experience overall.,90
58,Female,Andhra Pradesh,9,6,9,10,10,8,8.6,Call quality could be better.,84
38,Female,Karnataka,6,2,7,6,10,2,8.9,The mobile app is slow to load.,62
47,Male,Karnataka,6,1,1,4,4,9,7.6,Call quality could be better.,22
61,Male,Telangana,6,3,3,5,3,4,7.7,Call quality could be better.,35
34,Female,Kerala,1,4,2,5,6,7,1.1,I am satisfied with my plan.,37
31,Female,Kerala,6,3,8,7,1,4,2.4,Customer support is very helpful.,43
44,Male,Kerala,4,8,10,8,7,3,1.5,I am satisfied with my plan.,87
59,Male,Karnataka,5,10,9,6,8,1,7.3,Call quality could be better.,90
38,Male,Telangana,8,5,10,4,10,10,0.5,I am satisfied with my plan.,84
48,Female,Telangana,3,2,6,5,6,6,1.8,App crashes during recharge.,50
39,Male,Andhra Pradesh,2,5,3,4,6,1,4.9,Customer support is very helpful.,49
33,Female,Tamil Nadu,1,4,10,7,7,7,1.5,Poor network coverage indoors.,67
61,Male,Tamil Nadu,5,2,5,6,9,9,7.1,Call quality could be better.,53
34,Female,Kerala,7,1,1,9,8,2,9.4,App crashes during recharge.,37
57,Male,Tamil Nadu,7,8,1,4,4,4,9.0,Internet is fast and reliable.,47
48,Male,Tamil Nadu,8,5,9,3,4,8,2.1,App crashes during recharge.,61
23,Male,Kerala,7,3,2,8,8,3,6.7,The mobile app is slow to load.,45
55,Female,Tamil Nadu,5,8,7,3,3,2,4.1,Internet is fast and reliable.,64
63,Female,Andhra Pradesh,1,8,4,3,10,9,3.1,Call quality could be better.,68
30,Female,Karnataka,10,4,3,10,7,5,5.7,Great experience overall.,46
59,Female,Karnataka,5,8,10,10,9,4,2.9,Great experience overall.,90
29,Male,Tamil Nadu,6,7,6,2,4,9,8.3,I am satisfied with my plan.,55
39,Male,Karnataka,4,1,1,1,2,6,3.9,Call quality could be better.,13
35,Male,Karnataka,8,3,9,5,7,5,3.0,Customer support is very helpful.,66
25,Male,Andhra Pradesh,10,7,6,8,10,6,4.1,Poor network coverage indoors.,73
40,Male,Tamil Nadu,5,1,1,2,1,5,8.6,Great experience overall.,9
63,Male,Telangana,8,1,9,10,10,2,6.0,The mobile app is slow to load.,67
47,Female,Kerala,4,7,1,10,6,5,4.3,Customer support is very helpful.,49
47,Female,Karnataka,2,9,9,3,10,1,6.6,The mobile app is slow to load.,90
50,Female,Andhra Pradesh,2,9,8,6,6,3,7.9,App crashes during recharge.,74
20,Male,Telangana,2,9,10,8,3,10,7.2,Great experience overall.,76
56,Female,Tamil Nadu,6,2,2,5,10,7,1.2,Poor network coverage indoors.,46
36,Male,Tamil Nadu,9,10,6,1,5,10,1.8,Internet is fast and reliable.,69
30,Female,Kerala,2,1,7,4,9,10,3.0,Call quality could be better.,56
30,Female,Tamil Nadu,5,6,6,7,3,8,5.4,The mobile app is slow to load.,53
31,Male,Karnataka,1,10,2,2,3,4,6.0,Poor network coverage indoors.,46
41,Female,Kerala,7,5,4,3,7,5,0.6,"Good internet speed, even during peak hours.",52
24,Female,Tamil Nadu,7,10,3,2,10,6,3.8,Great experience overall.,78
38,Female,Telangana,7,8,4,4,5,6,2.7,Great experience overall.,59
27,Female,Andhra Pradesh,5,4,6,9,4,5,5.2,The mobile app is slow to load.,50
43,Male,Tamil Nadu,4,10,6,6,2,3,8.1,Customer support is very helpful.,64
34,Female,Andhra Pradesh,9,7,8,7,4,4,8.5,I am satisfied with my plan.,66
30,Female,Karnataka,6,5,9,1,5,6,9.6,Internet is fast and reliable.,65
58,Female,Andhra Pradesh,5,8,9,3,4,5,2.8,Call quality could be better.,73
20,Female,Karnataka,7,6,10,5,3,3,5.2,I am satisfied with my plan.,64
37,Female,Kerala,10,1,4,3,10,7,6.2,Signal drops frequently in my area.,53
24,Female,Tamil Nadu,8,6,1,3,1,6,4.0,Internet is fast and reliable.,30
41,Male,Telangana,9,6,2,6,7,8,0.7,I am satisfied with my plan.,48
29,Female,Telangana,5,3,6,9,6,10,3.1,"Good internet speed, even during peak hours.",54
65,Male,Telangana,9,9,1,6,9,8,3.8,The mobile app is slow to load.,59
25,Male,Karnataka,3,7,10,5,6,7,3.5,Internet is fast and reliable.,81
39,Female,Andhra Pradesh,6,6,10,1,4,9,6.1,Customer support is very helpful.,62
29,Female,Andhra Pradesh,6,3,10,3,10,1,1.4,Call quality could be better.,78
26,Female,Kerala,9,3,10,5,3,7,3.0,Call quality could be better.,49
60,Female,Karnataka,4,6,5,7,2,9,2.2,Customer support is very helpful.,39
42,Female,Andhra Pradesh,3,7,3,2,10,2,9.1,Customer support is very helpful.,62
54,Female,Andhra Pradesh,8,8,1,1,6,10,8.7,Internet is fast and reliable.,45
45,Male,Telangana,5,8,6,9,10,4,2.3,Internet is fast and reliable.,75
46,Female,Telangana,6,10,5,10,1,2,7.5,"Good internet speed, even during peak hours.",49
48,Male,Andhra Pradesh,10,4,8,7,5,3,3.1,Great experience overall.,57
54,Female,Karnataka,2,10,1,4,10,8,7.8,Great experience overall.,74
20,Female,Andhra Pradesh,6,4,7,10,1,3,7.6,Great experience overall.,43
28,Female,Tamil Nadu,7,3,3,3,7,6,8.6,"Good internet speed, even during peak hours.",38
27,Male,Tamil Nadu,4,7,3,1,9,4,9.4,Customer support is very helpful.,64
24,Male,Tamil Nadu,5,6,5,7,4,10,8.2,App crashes during recharge.,47
62,Female,Tamil Nadu,1,9,6,5,2,8,5.5,Poor network coverage indoors.,55
22,Male,Andhra Pradesh,9,10,6,2,2,4,4.1,I am satisfied with my plan.,63
40,Male,Telangana,8,2,5,6,10,2,2.0,The mobile app is slow to load.,57
40,Female,Tamil Nadu,10,5,6,10,3,9,1.6,Call quality could be better.,45
37,Female,Andhra Pradesh,7,10,1,7,1,2,6.5,Poor network coverage indoors.,40
35,Male,Andhra Pradesh,10,8,5,2,9,3,3.7,"Good internet speed, even during peak hours.",75
37,Female,Telangana,1,10,8,3,7,10,5.2,Poor network coverage indoors.,82
48,Male,Tamil Nadu,5,5,8,9,6,7,6.2,App crashes during recharge.,68
57,Male,Tamil Nadu,7,6,9,5,6,9,6.4,I am satisfied with my plan.,69
31,Female,Tamil Nadu,6,3,8,1,3,5,7.9,App crashes during recharge.,42
18,Female,Karnataka,5,6,3,6,8,10,4.0,Signal drops frequently in my area.,56
56,Female,Telangana,2,4,3,7,2,5,1.0,Great experience overall.,35
44,Female,Tamil Nadu,2,8,4,4,10,1,1.9,Internet is fast and reliable.,71
54,Male,Tamil Nadu,7,3,3,5,8,8,2.2,Signal drops frequently in my area.,49
25,Female,Andhra Pradesh,5,9,8,2,9,8,8.2,Customer support is very helpful.,90
55,Male,Tamil Nadu,7,10,9,4,8,9,1.5,Great experience overall.,88
49,Male,Andhra Pradesh,2,10,2,3,9,10,7.9,Signal drops frequently in my area.,73
49,Female,Tamil Nadu,5,9,2,8,1,5,8.8,Poor network coverage indoors.,42
34,Male,Karnataka,1,8,3,7,4,8,9.9,Internet is fast and reliable.,46
33,Female,Kerala,4,4,7,10,3,9,2.7,The mobile app is slow to load.,47
37,Female,Karnataka,7,8,9,9,5,4,9.7,Poor network coverage indoors.,76
45,Female,Andhra Pradesh,3,3,2,2,5,9,7.7,The mobile app is slow to load.,38
64,Female,Andhra Pradesh,9,8,3,10,9,3,5.9,App crashes during recharge.,71
20,Female,Karnataka,7,5,7,10,2,8,6.6,Internet is fast and reliable.,47
29,Female,Andhra Pradesh,2,10,6,9,3,10,2.5,I am satisfied with my plan.,66
30,Male,Telangana,8,2,7,10,10,8,0.7,Poor network coverage indoors.,59
54,Female,Kerala,4,9,1,1,10,10,7.8,I am satisfied with my plan.,71
56,Male,Andhra Pradesh,7,4,1,3,4,4,9.1,App crashes during recharge.,29
51,Female,Tamil Nadu,8,5,1,7,2,4,4.5,App crashes during recharge.,29
37,Male,Tamil Nadu,9,7,4,1,8,1,0.9,Customer support is very helpful.,59
39,Male,Tamil Nadu,10,9,5,8,8,10,6.9,Signal drops frequently in my area.,77
46,Female,Tamil Nadu,2,1,1,8,3,8,3.9,Poor network coverage indoors.,20
60,Female,Andhra Pradesh,2,10,7,7,10,7,2.2,Call quality could be better.,86
50,Female,Andhra Pradesh,2,6,4,1,7,4,4.2,Internet is fast and reliable.,55
27,Male,Tamil Nadu,5,10,10,4,9,5,4.6,Signal drops frequently in my area.,96
37,Male,Kerala,3,1,5,4,3,4,6.7,I am satisfied with my plan.,31
56,Female,Tamil Nadu,10,5,3,4,2,1,7.5,Great experience overall.,31
41,Male,Andhra Pradesh,3,5,3,3,8,10,1.8,Poor network coverage indoors.,55
31,Female,Telangana,4,2,1,1,7,7,4.9,Signal drops frequently in my area.,31
